environment,seed,tau,method,hop,n_hops,ref_method,hop_vs_mpi1_final_rms,relative_hop_vs_mpi1_final,hop_vs_prev_rms,hop_vs_aD_rms,is_final_hop,n_states
halfcheetah-medium-v2,3,12.0,mpi3,2,3,mpi1,0.21602024791418972,0.6383916625711468,0.13713744379458254,0.32156396345736776,False,512
halfcheetah-medium-v2,3,12.0,mpi3,3,3,mpi1,0.242946422595581,0.7179649691824913,0.10884179272847036,0.35410443665156227,True,512
halfcheetah-medium-v2,3,14.0,mpi1,1,1,mpi1,0.0,0.0,0.352360768622306,0.352360768622306,True,512
halfcheetah-medium-v2,3,14.0,mpi2,1,2,mpi1,0.2101984654524593,0.5965433276647496,0.3017693765904276,0.3017693765904276,False,512
halfcheetah-medium-v2,3,14.0,mpi2,2,2,mpi1,0.2291701533205543,0.6503849852995435,0.1369898582750119,0.35218045399768005,True,512
halfcheetah-medium-v2,3,14.0,mpi3,1,3,mpi1,0.21776900993905096,0.6180285358966187,0.2803761822799366,0.2803761822799366,False,512
halfcheetah-medium-v2,3,14.0,mpi3,2,3,mpi1,0.20715861232362343,0.5879162232889663,0.1400053721179409,0.32749819574225525,False,512
halfcheetah-medium-v2,3,14.0,mpi3,3,3,mpi1,0.23697266947590942,0.6725285292186414,0.12092679740661072,0.36464144806779286,True,512
halfcheetah-medium-v2,3,17.0,mpi1,1,1,mpi1,0.0,0.0,0.37332579503293256,0.37332579503293256,True,512
halfcheetah-medium-v2,3,17.0,mpi2,1,2,mpi1,0.2595552623715775,0.6952513483529342,0.3096570242664816,0.3096570242664816,False,512
halfcheetah-medium-v2,3,17.0,mpi2,2,2,mpi1,0.2825900483955389,0.7569529139303394,0.16384465891199607,0.37973933937311594,True,512
halfcheetah-medium-v2,3,17.0,mpi3,1,3,mpi1,0.2610857096721913,0.6993508435417914,0.2889850068704922,0.2889850068704922,False,512
halfcheetah-medium-v2,3,17.0,mpi3,2,3,mpi1,0.26558868452075,0.7114126268647506,0.13757142380001136,0.3408508155225826,False,512
halfcheetah-medium-v2,3,17.0,mpi3,3,3,mpi1,0.2932466789107907,0.7854980363329093,0.12586917033474643,0.383772944516239,True,512
halfcheetah-medium-v2,3,20.0,mpi1,1,1,mpi1,0.0,0.0,0.3915162095829746,0.3915162095829746,True,512
