environment,seed,tau,method_a,method_b,final_action_rms,relative_final_action_rms,aD_to_final_a_rms,aD_to_final_b_rms,n_states
walker2d-expert-v2,3,1.5,mpi2,mpi3,0.04441716618743815,0.2476259697655022,0.17589435705454512,0.1793720029829686,512
walker2d-expert-v2,3,2.5,mpi1,mpi2,0.04673976967374647,0.26286962874235026,0.17545947153324415,0.17780589525448035,512
walker2d-expert-v2,3,2.5,mpi1,mpi3,0.05117409473205048,0.28525690985710794,0.17545947153324415,0.17939651227970188,512
walker2d-expert-v2,3,2.5,mpi2,mpi3,0.04461812845739637,0.24871235170854972,0.17780589525448035,0.17939651227970188,512
walker2d-expert-v2,3,4.0,mpi1,mpi2,0.6490864345345612,0.9735933086075834,0.6666915526184887,0.18040621642102547,512
walker2d-expert-v2,3,4.0,mpi1,mpi3,0.6517869458575865,0.9776439243869777,0.6666915526184887,0.1828348403622844,512
walker2d-expert-v2,3,4.0,mpi2,mpi3,0.0480884889520371,0.2630160031684908,0.18040621642102547,0.1828348403622844,512
walker2d-expert-v2,3,7.0,mpi1,mpi2,0.37287222574539397,0.4716634434230416,0.7905472237562401,0.6672802559530827,512
walker2d-expert-v2,3,7.0,mpi1,mpi3,0.7107717850629479,0.8990883323652145,0.7905472237562401,0.44014241699258144,512
walker2d-expert-v2,3,7.0,mpi2,mpi3,0.5965220403937035,0.8939602739207163,0.6672802559530827,0.44014241699258144,512
walker2d-expert-v2,3,10.0,mpi1,mpi2,0.600456429753159,0.7489457665161816,0.8017355282562849,0.7130167933677136,512
walker2d-expert-v2,3,10.0,mpi1,mpi3,0.693741875154902,0.8653001528618034,0.8017355282562849,0.5128898356286841,512
walker2d-expert-v2,3,10.0,mpi2,mpi3,0.7003439261237654,0.9822264112685315,0.7130167933677136,0.5128898356286841,512
walker2d-expert-v2,3,14.0,mpi1,mpi2,0.6043247588977532,0.7424495844769163,0.813960666869418,0.6895266118014712,512
walker2d-expert-v2,3,14.0,mpi1,mpi3,0.17843690155632713,0.21922054568387808,0.813960666869418,0.7896358582762535,512
walker2d-expert-v2,3,14.0,mpi2,mpi3,0.5772389668310971,0.7310191916704352,0.6895266118014712,0.7896358582762535,512
walker2d-expert-v2,3,17.0,mpi1,mpi2,0.7725195431700761,0.9363376665777791,0.8250437537064573,0.7892594634831894,512
walker2d-expert-v2,3,17.0,mpi1,mpi3,0.7725195431700761,0.9363376665777791,0.8250437537064573,0.7892594634831894,512
walker2d-expert-v2,3,17.0,mpi2,mpi3,0.0,0.0,0.7892594634831894,0.7892594634831894,512
walker2d-expert-v2,3,20.0,mpi1,mpi2,0.7211021046467292,0.872631689316659,0.8263533326544791,0.7354680103775002,512
walker2d-expert-v2,3,20.0,mpi1,mpi3,0.2014528763110819,0.24378539826778295,0.8263533326544791,0.8202932032840623,512
walker2d-expert-v2,3,20.0,mpi2,mpi3,0.7141526907456824,0.8706066171053912,0.7354680103775002,0.8202932032840623,512
